T,Patents,,,,,
56,Belgium,2021,Patents in force (number),"157,321",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
84,Belize,2019,Grants of patents (number),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
84,Belize,2020,Grants of patents (number),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
84,Belize,2021,Grants of patents (number),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
84,Belize,2019,Patents in force (number),41,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
84,Belize,2020,Patents in force (number),45,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
84,Belize,2021,Patents in force (number),57,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
204,Benin,2005,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
204,Benin,2019,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
204,Benin,2021,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
64,Bhutan,2019,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
64,Bhutan,2019,Patents in force (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
64,Bhutan,2020,Patents in force (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
64,Bhutan,2021,Patents in force (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
68,Bolivia (Plurin. State of),1985,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
68,Bolivia (Plurin. State of),1995,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
68,Bolivia (Plurin. State of),1985,Grants of patents (number),62,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
68,Bolivia (Plurin. State of),1995,Grants of patents (number),47,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2005,Resident patent filings (per million population),18,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2010,Resident patent filings (per million population),15,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2019,Resident patent filings (per million population),14,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2020,Resident patent filings (per million population),15,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2021,Resident patent filings (per million population),16,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2005,Grants of patents (number),46,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2010,Grants of patents (number),173,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2019,Grants of patents (number),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2020,Grants of patents (number),18,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2021,Grants of patents (number),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2005,Patents in force (number),120,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2010,Patents in force (number),716,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2019,Patents in force (number),184,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2020,Patents in force (number),160,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
70,Bosnia and Herzegovina,2021,Patents in force (number),152,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
72,Botswana,2019,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
72,Botswana,2020,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
72,Botswana,2021,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
72,Botswana,2019,Patents in force (number),"2,040",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,1985,Resident patent filings (per million population),14,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,1995,Resident patent filings (per million population),17,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2005,Resident patent filings (per million population),22,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2010,Resident patent filings (per million population),22,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2019,Resident patent filings (per million population),26,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2020,Resident patent filings (per million population),25,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2021,Resident patent filings (per million population),22,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,1985,Grants of patents (number),"3,934",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,1995,Grants of patents (number),"2,659",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2005,Grants of patents (number),"2,439",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2010,Grants of patents (number),"3,251",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2019,Grants of patents (number),"10,947",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2020,Grants of patents (number),"20,407",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2021,Grants of patents (number),"26,872",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2005,Patents in force (number),"32,571",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2010,Patents in force (number),"40,022",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2019,Patents in force (number),"39,538",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2020,Patents in force (number),"57,942",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
76,Brazil,2021,Patents in force (number),"75,529",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
96,Brunei Darussalam,1995,Grants of patents (number),42,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
96,Brunei Darussalam,2005,Grants of patents (number),26,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
