T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
32,Argentina,2021,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,102.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2022,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,177.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,1995,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2005,Exchange rates: period average (national currency per US dollar),,,2.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2010,Exchange rates: period average (national currency per US dollar),,,3.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2015,Exchange rates: period average (national currency per US dollar),,,9.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2019,Exchange rates: period average (national currency per US dollar),,,48.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2020,Exchange rates: period average (national currency per US dollar),,,70.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2021,Exchange rates: period average (national currency per US dollar),,,95.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
32,Argentina,2022,Exchange rates: period average (national currency per US dollar),,,130.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,1995,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,402.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2005,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,450.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2010,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,363.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2015,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,483.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2019,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,479.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2020,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,522.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2021,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,480.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,2022,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,393.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
51,Armenia,1995,Exchange rates: period average (national currency per US dollar),,,405.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
